ymd,hm,ta,weekday,weekend,max_power,spring,summer,autoum,winter,CDD,HDD,multiple_season
2021-10-25,59.71102292768959,13.486331569664904,1,0,69114.0,0,0,1,0,0.0,6.292447089947091,-2602.828837819581
2021-10-26,69.45414462081129,14.478298059964729,1,0,69601.0,0,0,1,0,0.0,5.9228306878306896,-703.6184541665589
2021-10-27,40.695238095238096,16.68757495590829,1,0,68941.0,0,0,1,0,0.0,4.264528218694885,-1426.4479885758847
2021-10-28,52.397530864197535,14.730097001763667,1,0,69488.0,0,0,1,0,0.0,5.637495590828921,-797.8811153501529
2021-10-29,46.29567901234568,17.664153439153438,1,0,67683.0,0,0,1,0,0.0,4.203205467372131,-1938.368927760841
2021-10-30,67.93959435626101,14.680687830687832,0,1,59770.0,0,0,1,0,0.0,4.599179894179892,-12373.103974159476
2021-10-31,68.15661375661375,15.478148148148149,0,1,58161.0,0,0,1,0,0.0,4.500388007054674,-14874.304785970375
2021-11-01,55.470238095238095,16.20357142857143,1,0,69259.0,0,0,1,0,0.0,4.766964285714284,-3439.1822321469044
2021-11-02,66.13095238095238,12.888690476190476,1,0,69554.0,0,0,1,0,0.0,6.088988095238095,-3243.20682755201
2021-11-03,51.05952380952381,16.011904761904763,1,0,69599.0,0,0,1,0,0.0,6.376488095238095,-3496.5438656810106
2021-11-04,66.11904761904762,15.949404761904765,1,0,70149.0,0,0,1,0,0.0,5.875297619047618,-3029.655493102647
2021-11-05,42.708333333333336,18.981547619047618,1,0,68742.0,0,0,1,0,0.0,4.496726190476188,-3137.200325306315
2021-11-06,52.220238095238095,16.563095238095237,0,1,59457.0,0,0,1,0,0.0,3.421428571428571,-12798.194872129701
2021-11-07,50.56547619047619,17.544642857142858,0,1,58374.0,0,0,1,0,0.0,2.9886904761904756,-13785.154913109305
2021-11-08,89.55952380952381,8.400595238095239,1,0,72602.0,0,0,1,0,0.0,7.707142857142859,-564.8361748205598
2021-11-09,80.01190476190476,7.086904761904762,1,0,72800.0,0,0,1,0,0.0,12.316369047619048,701.3526093943647
2021-11-10,64.44047619047619,7.172619047619048,1,0,73477.0,0,0,1,0,0.0,13.544345238095238,-138.8341046971127
2021-11-11,56.01190476190476,8.510714285714286,1,0,74708.0,0,0,1,0,0.0,12.214880952380952,1469.0558622079707
2021-11-12,47.82142857142857,7.854761904761904,1,0,73855.0,0,0,1,0,0.0,12.866666666666667,1116.674151539869
2021-11-13,69.98809523809524,2.583333333333333,0,1,61840.0,0,0,1,0,0.0,10.844642857142857,-9328.033717540122
2021-11-14,62.55357142857143,12.836904761904762,0,1,59863.0,0,0,1,0,0.0,6.471130952380953,-11861.250650603528
2021-11-15,48.35119047619048,14.541071428571428,1,0,71603.0,0,0,1,0,0.0,7.8410714285714285,-29.636628900064352
2021-11-16,46.97619047619048,11.435119047619049,1,0,72310.0,0,0,1,0,0.0,9.23392857142857,882.6931820566397
2021-11-17,39.95238095238095,11.417261904761904,1,0,73028.0,0,0,1,0,0.0,11.005654761904761,1209.2636631349656
2021-11-18,70.10714285714286,15.148809523809524,1,0,72485.0,0,0,1,0,0.0,7.013392857142858,1175.6499629599502
2021-11-19,93.77380952380952,10.45654761904762,1,0,70926.0,0,0,1,0,0.0,4.666964285714286,-985.0496211022974
2021-11-20,73.76785714285714,11.336309523809524,0,1,61390.0,0,0,1,0,0.0,6.9711309523809515,-11903.25064722328
2021-11-21,71.86309523809524,11.8375,0,1,60516.0,0,0,1,0,0.0,7.595535714285713,-13777.52905361985
2021-11-22,56.04166666666667,3.556547619047619,1,0,76847.0,0,0,1,0,0.0,13.505059523809525,2139.999383833506
2021-11-23,63.70833333333333,2.082142857142857,1,0,79838.0,0,0,1,0,0.0,18.249404761904763,3905.4843735096356
2021-11-24,70.875,0.9648809523809524,1,0,76210.0,0,0,1,0,0.0,13.955357142857142,4847.1083835409645
2021-11-25,38.75595238095238,8.521428571428572,1,0,74510.0,0,0,1,0,0.0,10.952380952380953,4258.43692346035
2021-11-26,57.98214285714286,6.552976190476191,1,0,75223.0,0,0,1,0,0.0,14.320535714285715,4412.360271176156
2021-11-27,48.720238095238095,5.208333333333334,0,1,63937.0,0,0,1,0,0.0,14.302678571428572,-6606.6394539210505
2021-11-28,47.19642857142857,7.817261904761905,0,1,62031.0,0,0,1,0,0.0,12.937202380952382,-7796.135875771993
2021-11-29,52.98214285714286,12.385714285714286,1,0,75346.0,0,0,1,0,0.0,10.707440476190476,5930.397137831114
2021-11-30,96.5297619047619,7.714880952380953,1,0,80362.0,0,0,1,0,0.0,12.802678571428572,8704.4589213537
2021-12-01,46.114285714285714,1.9398214285714288,1,0,81177.0,0,0,0,1,0.0,17.428348214285716,8017.84064797167
2021-12-02,55.60327380952381,6.089017857142857,1,0,80157.0,0,0,0,1,0.0,16.517366071428572,6262.0458260578125
2021-12-03,41.61904761904762,4.985654761904762,1,0,78696.0,0,0,0,1,0.0,14.487782738095238,5081.30480448132
2021-12-04,57.57886904761904,4.328273809523809,0,1,65770.0,0,0,0,1,0.0,15.552738095238094,-6172.613008322437
2021-12-05,57.77976190476191,5.317053571428572,0,1,64036.0,0,0,0,1,0.0,14.554434523809524,-6477.61788137322
2021-12-06,48.82053571428571,11.216041666666667,1,0,78083.0,0,0,0,1,0.0,12.434375,8284.175326975763
2021-12-07,85.30416666666667,1.3775,1,0,78081.0,0,0,0,1,0.0,11.21,8012.609725471504
2021-12-08,91.01904761904764,0.9711309523809524,1,0,78310.0,0,0,0,1,0.0,11.380491071428573,7751.565094906204
2021-12-09,58.45892857142857,10.626964285714283,1,0,78182.0,0,0,0,1,0.0,12.048749999999998,6876.044695902987
2021-12-10,83.5014880952381,6.431190476190476,1,0,77936.0,0,0,0,1,0.0,10.437172619047619,7595.759789018008
2021-12-11,73.54672619047619,7.8619345238095235,0,1,64834.0,0,0,0,1,0.0,10.959747023809523,-3854.8204765606097
2021-12-12,46.725,1.81375,0,1,65441.0,0,0,0,1,0.0,15.169300595238095,-5941.214269121516
2021-12-13,31.69672619047619,2.480892857142857,1,0,82173.0,0,0,0,1,0.0,18.98436011904762,9890.347995016862
2021-12-14,62.915773809523806,-0.0635119047619048,1,0,82571.0,0,0,0,1,0.0,15.397901785714286,11936.782904077681
2021-12-15,87.37886904761905,5.543779761904762,1,0,79839.0,0,0,0,1,0.0,10.145238095238096,9535.62432752879
2021-12-16,92.71458333333334,4.727916666666666,1,0,81399.0,0,0,0,1,0.0,11.13672619047619,9982.839955115065
2021-12-17,53.551785714285714,-3.680119047619048,1,0,85699.0,0,0,0,1,0.0,19.35995535714286,12928.000718736592
2021-12-18,59.55952380952381,-9.903303571428571,0,1,70883.0,0,0,0,1,0.0,23.202113095238097,878.3513390463659
2021-12-19,57.99404761904762,2.6324404761904763,0,1,67544.0,0,0,0,1,0.0,16.771830357142857,-3249.113159103579
2021-12-20,79.48333333333333,1.9318452380952384,1,0,81754.0,0,0,0,1,0.0,12.94575892857143,11713.946196953586
2021-12-21,93.0654761904762,3.4640476190476197,1,0,80294.0,0,0,0,1,0.0,11.3384375,11950.669756993904
2021-12-22,72.00357142857143,-2.0708928571428573,1,0,81451.0,0,0,0,1,0.0,14.533958333333334,13538.170503137255
2021-12-23,75.93035714285715,-2.9639583333333333,1,0,81874.0,0,0,0,1,0.0,14.999375,13326.858919897946
2021-12-24,73.33035714285714,0.8425595238095238,1,0,81185.0,0,0,0,1,0.0,16.45674107142857,9544.942189467103
2021-12-25,47.96071428571429,-8.078005952380952,0,1,72815.0,0,0,0,1,0.0,24.981815476190476,-3392.1041520698627
2021-12-26,43.269642857142856,-7.206101190476191,0,1,71719.0,0,0,0,1,0.0,27.148184523809526,-2480.6293381463975
2021-12-27,61.422916666666666,-1.6082440476190476,1,0,90708.0,0,0,0,1,0.0,24.404434523809524,13938.882867051248
2021-12-28,84.38630952380953,-3.5060714285714285,1,0,88717.0,0,0,0,1,0.0,19.069523809523808,12388.481274045724
2021-12-29,83.36041666666667,-0.210952380952381,1,0,85966.0,0,0,0,1,0.0,15.914657738095238,10147.471939674002
2021-12-30,55.58422619047619,0.7383333333333333,1,0,84564.0,0,0,0,1,0.0,19.369375,9455.534469878101
2021-12-31,52.05952380952381,-6.735476190476191,1,0,81748.0,0,0,0,1,0.0,22.29842261904762,6344.046358891056
2022-01-01,52.72222222222222,-7.104744268077601,0,1,67369.0,0,0,0,1,0.0,21.568699294532628,-10909.74241844447
2022-01-02,53.99761904761905,0.9421428571428572,0,1,68173.0,0,0,0,1,0.0,18.178355379188712,-8136.793504950578
2022-01-03,46.6968253968254,3.1035449735449734,1,0,85196.0,0,0,0,1,0.0,20.138139329805995,9996.681244247942
2022-01-04,73.74435626102292,-2.5321516754850086,1,0,85161.0,0,0,0,1,0.0,18.279951499118166,11091.168067720044
2022-01-05,59.64074074074074,-4.648359788359788,1,0,89397.0,0,0,0,1,0.0,19.576309523809524,13946.462448677978
2022-01-06,66.57134038800706,-4.439506172839506,1,0,84761.0,0,0,0,1,0.0,18.0044885361552,12423.488877166557
2022-01-07,76.05758377425043,-7.157813051146385,1,0,85425.0,0,0,0,1,0.0,19.028108465608465,14529.66547435441
2022-01-08,73.1205467372134,-6.24257495590829,0,1,70793.0,0,0,0,1,0.0,18.442081128747795,670.9795948057308
2022-01-09,62.30026455026455,2.60652557319224,0,1,67889.0,0,0,0,1,0.0,15.9542151675485,-2289.0491080386437
2022-01-10,88.23959435626102,-3.5102557319223986,1,0,85301.0,0,0,0,1,0.0,17.42119488536155,12416.24739797257
2022-01-11,45.3614077280744,-3.0405555555555552,1,0,88103.0,0,0,0,1,0.0,21.0653835978836,12944.022654932298
2022-01-12,62.761680295013626,-8.046234567901234,1,0,88365.0,0,0,0,1,0.0,23.47581569664903,12680.557978615136
2022-01-13,43.52574955908289,-2.2519400352733685,1,0,89115.0,0,0,0,1,0.0,22.109885361552028,13303.862014993127
2022-01-14,64.33668430335098,-9.002266313932981,1,0,87278.0,0,0,0,1,0.0,21.782072310405646,11261.792782665158
2022-01-15,61.29567901234569,-5.187760141093474,0,1,71585.0,0,0,0,1,0.0,18.30035273368607,-2366.927802194148
2022-01-16,45.4978835978836,-1.100132275132275,0,1,70090.0,0,0,0,1,0.0,19.118765432098765,-3514.240151415346
2022-01-17,67.48906525573192,0.309100529100529,1,0,87967.0,0,0,0,1,0.0,21.11997795414462,11935.553895492703
2022-01-18,65.56067019400354,-8.994823633156967,1,0,87579.0,0,0,0,1,0.0,22.23101410934744,10534.517475266035
2022-01-19,66.26164021164021,0.8671781305114639,1,0,88076.0,0,0,0,1,0.0,21.457416225749558,10323.999477056535
2022-01-20,73.65449735449735,-7.430731922398589,1,0,87886.0,0,0,0,1,0.0,21.60996913580247,10622.014520476734
2022-01-21,80.24585537918871,-8.986931216931218,1,0,86522.0,0,0,0,1,0.0,20.055432098765433,11524.49643560381
2022-01-22,67.6968253968254,-2.719797178130511,0,1,72105.0,0,0,0,1,0.0,16.081529982363314,-1753.7824262416407
2022-01-23,55.43518518518519,5.27579365079365,0,1,67726.0,0,0,0,1,0.0,13.611600529100528,-9346.695323630653
2022-01-24,71.66552028218695,2.089867724867725,1,0,83089.0,0,0,0,1,0.0,13.870440917107585,7186.2920541507865
2022-01-25,83.99550264550265,2.823915343915344,1,0,86241.0,0,0,0,1,0.0,14.673492063492063,10334.185443320883
2022-01-26,77.93835978835979,0.5909876543209877,1,0,82984.0,0,0,0,1,0.0,15.120753968253968,10417.923067221622
2022-01-27,73.29276895943562,-3.5469135802469136,1,0,82938.0,0,0,0,1,0.0,17.371124338624337,11659.939157343339
2022-01-28,67.62477954144622,-4.6039417989418,1,0,82283.0,0,0,0,1,0.0,18.726274250440916,11768.582898996578
2022-01-29,38.15185185185185,-0.0618694885361552,0,1,68009.0,0,0,0,1,0.0,19.53101851851852,-1419.1464459266808
2022-01-30,35.41728395061728,0.9905820105820106,0,1,65026.0,0,0,0,1,0.0,19.831741622574956,-4533.168646413615
2022-01-31,55.01172839506173,-3.701199294532628,0,1,61339.0,0,0,0,1,0.0,18.921012506012506,2282.947768252574
2022-02-01,73.19393939393939,-1.6687878787878787,0,1,59840.0,0,0,0,1,0.0,18.178679653679655,648.3152581093902
2022-02-02,44.61168831168831,-1.1293939393939394,0,1,63799.0,0,0,0,1,0.0,19.205064935064936,3106.645375225201
2022-02-03,34.14329004329004,0.5742424242424244,1,0,78841.0,0,0,0,1,0.0,20.062099567099565,7714.923250394223
2022-02-04,45.365800865800864,-0.5756709956709958,1,0,82614.0,0,0,0,1,0.0,20.909978354978357,8734.558458862228
2022-02-05,53.67857142857142,-3.775714285714286,0,1,73089.0,0,0,0,1,0.0,22.640714285714285,-2187.7946241253403
2022-02-06,47.07142857142857,-0.3733333333333333,0,1,69720.0,0,0,0,1,0.0,20.85595238095238,-4153.526185712886
2022-02-07,34.892857142857146,1.418095238095238,1,0,87351.0,0,0,0,1,0.0,20.192142857142855,7136.840817815987
2022-02-08,67.43333333333334,-2.6223809523809525,1,0,85352.0,0,0,0,1,0.0,17.249642857142856,6163.592991367634
2022-02-09,82.00952380952381,-4.839761904761905,1,0,83819.0,0,0,0,1,0.0,17.143690476190475,4795.758000677019
2022-02-10,64.19047619047619,-2.011428571428572,1,0,81626.0,0,0,0,1,0.0,15.466071428571428,6878.226839154979
2022-02-11,81.86904761904762,-3.2766666666666664,1,0,81928.0,0,0,0,1,0.0,15.410059523809524,5542.8125826333435
2022-02-12,83.19047619047619,-1.3023809523809522,0,1,67542.0,0,0,0,1,0.0,13.85684523809524,-10082.748261032835
2022-02-13,40.43452380952381,5.989285714285714,0,1,65396.0,0,0,0,1,0.0,13.31904761904762,-10410.750525963256
2022-02-14,74.4047619047619,0.8845238095238096,1,0,79229.0,0,0,0,1,0.0,14.71547619047619,2054.614825329604
2022-02-15,68.29761904761905,-4.800595238095238,1,0,83893.0,0,0,0,1,0.0,21.883928571428573,5793.180979209288
2022-02-16,63.72619047619048,-7.546428571428571,1,0,86687.0,0,0,0,1,0.0,24.30654761904762,8404.79219042778
2022-02-17,47.47619047619048,-8.564285714285715,1,0,86434.0,0,0,0,1,0.0,23.757738095238096,9774.927643968203
2022-02-18,66.61904761904762,-8.476190476190476,1,0,84166.0,0,0,0,1,0.0,20.15357142857143,9116.681238663265
